TimeStamps,chunk_serial,UTCTimeStamp
15470793,111091749,2025-10-01 19:10:45.813100
15471795,111091750,2025-10-01 19:10:45.846500
15472796,111091751,2025-10-01 19:10:45.879867
15473797,111091752,2025-10-01 19:10:45.913233
15474799,111091753,2025-10-01 19:10:45.946633
15475800,111091754,2025-10-01 19:10:45.980000
15476802,111091755,2025-10-01 19:10:46.013400
15477803,111091756,2025-10-01 19:10:46.046767
15478804,111091757,2025-10-01 19:10:46.080133
15479806,111091758,2025-10-01 19:10:46.113533
15480807,111091759,2025-10-01 19:10:46.146900
15481808,111091760,2025-10-01 19:10:46.180267
15482809,111091761,2025-10-01 19:10:46.213633
15483811,111091762,2025-10-01 19:10:46.247033
15484812,111091763,2025-10-01 19:10:46.280400
15485813,111091764,2025-10-01 19:10:46.313767
15486815,111091765,2025-10-01 19:10:46.347167
15487816,111091766,2025-10-01 19:10:46.380533
15488818,111091767,2025-10-01 19:10:46.413933
15489819,111091768,2025-10-01 19:10:46.447300
15490820,111091769,2025-10-01 19:10:46.480667
15491821,111091770,2025-10-01 19:10:46.514033
15492823,111091771,2025-10-01 19:10:46.547433
15493824,111091772,2025-10-01 19:10:46.580800
15494825,111091773,2025-10-01 19:10:46.614167
15495827,111091774,2025-10-01 19:10:46.647567
15496828,111091775,2025-10-01 19:10:46.680933
15497830,111091776,2025-10-01 19:10:46.714333
15498831,111091777,2025-10-01 19:10:46.747700
15499832,111091778,2025-10-01 19:10:46.781067
15500833,111091779,2025-10-01 19:10:46.814433
15501835,111091780,2025-10-01 19:10:46.847833
15502836,111091781,2025-10-01 19:10:46.881200
15503838,111091782,2025-10-01 19:10:46.914600
15504839,111091783,2025-10-01 19:10:46.947967
15505840,111091784,2025-10-01 19:10:46.981333
15506842,111091785,2025-10-01 19:10:47.014733
15507843,111091786,2025-10-01 19:10:47.048100
15508844,111091787,2025-10-01 19:10:47.081467
15509846,111091788,2025-10-01 19:10:47.114867
15510847,111091789,2025-10-01 19:10:47.148233
15511849,111091790,2025-10-01 19:10:47.181633
15512850,111091791,2025-10-01 19:10:47.215000
15513852,111091792,2025-10-01 19:10:47.248400
15514853,111091793,2025-10-01 19:10:47.281767
15515854,111091794,2025-10-01 19:10:47.315133
15516855,111091795,2025-10-01 19:10:47.348500
15517857,111091796,2025-10-01 19:10:47.381900
15518858,111091797,2025-10-01 19:10:47.415267
15519860,111091798,2025-10-01 19:10:47.448667
15520861,111091799,2025-10-01 19:10:47.482033
15521862,111091800,2025-10-01 19:10:47.515400
15522864,111091801,2025-10-01 19:10:47.548800
15523865,111091802,2025-10-01 19:10:47.582167
15524867,111091803,2025-10-01 19:10:47.615567
15525868,111091804,2025-10-01 19:10:47.648933
15526869,111091805,2025-10-01 19:10:47.682300
15527870,111091806,2025-10-01 19:10:47.715684
15528872,111091807,2025-10-01 19:10:47.749067
15529873,111091808,2025-10-01 19:10:47.782433
15530874,111091809,2025-10-01 19:10:47.815800
15531876,111091810,2025-10-01 19:10:47.849200
15532877,111091811,2025-10-01 19:10:47.882567
15533879,111091812,2025-10-01 19:10:47.915967
15534880,111091813,2025-10-01 19:10:47.949333
15535881,111091814,2025-10-01 19:10:47.982700
15536882,111091815,2025-10-01 19:10:48.016067
15537883,111091816,2025-10-01 19:10:48.049433
15538885,111091817,2025-10-01 19:10:48.082833
15539886,111091818,2025-10-01 19:10:48.116200
15540888,111091819,2025-10-01 19:10:48.149600
15541889,111091820,2025-10-01 19:10:48.182967
15542890,111091821,2025-10-01 19:10:48.216333
15543891,111091822,2025-10-01 19:10:48.249700
15544892,111091823,2025-10-01 19:10:48.283084
15545894,111091824,2025-10-01 19:10:48.316467
15546895,111091825,2025-10-01 19:10:48.349833
15547896,111091826,2025-10-01 19:10:48.383200
15548897,111091827,2025-10-01 19:10:48.416567
15549899,111091828,2025-10-01 19:10:48.449967
15550900,111091829,2025-10-01 19:10:48.483333
15551902,111091830,2025-10-01 19:10:48.516733
15552903,111091831,2025-10-01 19:10:48.550100
15553904,111091832,2025-10-01 19:10:48.583467
15554906,111091833,2025-10-01 19:10:48.616867
15555907,111091834,2025-10-01 19:10:48.650233
15556908,111091835,2025-10-01 19:10:48.683600
15557909,111091836,2025-10-01 19:10:48.716967
15558911,111091837,2025-10-01 19:10:48.750367
15559912,111091838,2025-10-01 19:10:48.783733
15560913,111091839,2025-10-01 19:10:48.817100
15561915,111091840,2025-10-01 19:10:48.850500
15562916,111091841,2025-10-01 19:10:48.883867
15563918,111091842,2025-10-01 19:10:48.917267
15564919,111091843,2025-10-01 19:10:48.950633
15565920,111091844,2025-10-01 19:10:48.984000
15566921,111091845,2025-10-01 19:10:49.017367
15567923,111091846,2025-10-01 19:10:49.050767
15568924,111091847,2025-10-01 19:10:49.084133
15569925,111091848,2025-10-01 19:10:49.117500
15570927,111091849,2025-10-01 19:10:49.150900
15571928,111091850,2025-10-01 19:10:49.184267
15572930,111091851,2025-10-01 19:10:49.217667
15573931,111091852,2025-10-01 19:10:49.251033
15574932,111091853,2025-10-01 19:10:49.284400
15575933,111091854,2025-10-01 19:10:49.317767
15576935,111091855,2025-10-01 19:10:49.351167
15577937,111091856,2025-10-01 19:10:49.384567
15578938,111091857,2025-10-01 19:10:49.417933
15579939,111091858,2025-10-01 19:10:49.451300
15580940,111091859,2025-10-01 19:10:49.484667
15581942,111091860,2025-10-01 19:10:49.518067
15582943,111091861,2025-10-01 19:10:49.551433
15583945,111091862,2025-10-01 19:10:49.584833
15584946,111091863,2025-10-01 19:10:49.618200
15585947,111091864,2025-10-01 19:10:49.651567
15586949,111091865,2025-10-01 19:10:49.684967
15587950,111091866,2025-10-01 19:10:49.718333
15588951,111091867,2025-10-01 19:10:49.751700
15589952,111091868,2025-10-01 19:10:49.785067
15590954,111091869,2025-10-01 19:10:49.818467
15591955,111091870,2025-10-01 19:10:49.851833
15592957,111091871,2025-10-01 19:10:49.885233
15593958,111091872,2025-10-01 19:10:49.918600
15594959,111091873,2025-10-01 19:10:49.951967
15595961,111091874,2025-10-01 19:10:49.985367
15596962,111091875,2025-10-01 19:10:50.018733
15597964,111091876,2025-10-01 19:10:50.052133
15598965,111091877,2025-10-01 19:10:50.085500
15599966,111091878,2025-10-01 19:10:50.118867
15600967,111091879,2025-10-01 19:10:50.152233
15601969,111091880,2025-10-01 19:10:50.185633
15602970,111091881,2025-10-01 19:10:50.219000
15603971,111091882,2025-10-01 19:10:50.252367
15604973,111091883,2025-10-01 19:10:50.285767
15605974,111091884,2025-10-01 19:10:50.319133
15606976,111091885,2025-10-01 19:10:50.352533
15607977,111091886,2025-10-01 19:10:50.385900
15608978,111091887,2025-10-01 19:10:50.419267
15609979,111091888,2025-10-01 19:10:50.452633
15610981,111091889,2025-10-01 19:10:50.486033
15611983,111091890,2025-10-01 19:10:50.519433
15612984,111091891,2025-10-01 19:10:50.552800
15613985,111091892,2025-10-01 19:10:50.586167
15614986,111091893,2025-10-01 19:10:50.619533
15615988,111091894,2025-10-01 19:10:50.652933
15616989,111091895,2025-10-01 19:10:50.686300
15617991,111091896,2025-10-01 19:10:50.719700
15618992,111091897,2025-10-01 19:10:50.753067
15619993,111091898,2025-10-01 19:10:50.786433
15620995,111091899,2025-10-01 19:10:50.819833
15621996,111091900,2025-10-01 19:10:50.853200
15622997,111091901,2025-10-01 19:10:50.886567
15623998,111091902,2025-10-01 19:10:50.919933
15625000,111091903,2025-10-01 19:10:50.953333
15626001,111091904,2025-10-01 19:10:50.986700
15627002,111091905,2025-10-01 19:10:51.020067
15628004,111091906,2025-10-01 19:10:51.053467
15629005,111091907,2025-10-01 19:10:51.086833
15630007,111091908,2025-10-01 19:10:51.120233
15631008,111091909,2025-10-01 19:10:51.153600
15632009,111091910,2025-10-01 19:10:51.186967
15633010,111091911,2025-10-01 19:10:51.220350
15634012,111091912,2025-10-01 19:10:51.253733
15635014,111091913,2025-10-01 19:10:51.287133
15636015,111091914,2025-10-01 19:10:51.320500
15637017,111091915,2025-10-01 19:10:51.353900
15638018,111091916,2025-10-01 19:10:51.387267
15639020,111091917,2025-10-01 19:10:51.420667
15640021,111091918,2025-10-01 19:10:51.454033
15641022,111091919,2025-10-01 19:10:51.487400
15642023,111091920,2025-10-01 19:10:51.520767
15643025,111091921,2025-10-01 19:10:51.554167
15644027,111091922,2025-10-01 19:10:51.587567
15645028,111091923,2025-10-01 19:10:51.620933
15646029,111091924,2025-10-01 19:10:51.654300
15647031,111091925,2025-10-01 19:10:51.687700
15648032,111091926,2025-10-01 19:10:51.721067
15649033,111091927,2025-10-01 19:10:51.754433
15650035,111091928,2025-10-01 19:10:51.787833
